Report_Date,Location,Vegetation_Details,Land_Size(Acres),Season,Species,Stage,Soil_Type,Distribution,GPS_Coordinates
2024-02-01,Ruiru District,Pasture and Grasslands,24.48372569950623,Dry/Warm Season(September-October),Unknown,Hoppers/Nymph(Breeding Ground),Clay Soil,Unknown,"(Decimal('-72.251746'), Decimal('-163.589397'))"
2021-04-14,Nairobi West District,Pasture and Grasslands,414.4498216096034,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Clay Soil,Unknown,"(Decimal('-54.7824955'), Decimal('121.734970'))"
2023-10-11,Embu West District,Staple Crops,405.3457062279285,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Adults,Loose Sandy Soil,Entire Field,"(Decimal('31.5713725'), Decimal('-15.004422'))"
2022-11-18,"""""""",Staple Crops,690.8103549867099,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Loose Sandy Soil,Unknown,"(Decimal('-52.3213465'), Decimal('-99.275773'))"
2022-05-19,Nyahururu District,Unknown,661.6281829182551,Wet Season/Short Rains(November-December),Unknown,Unknown,Unknown,Entire Field,"(Decimal('51.565795'), Decimal('-26.032788'))"
2020-02-12,Kakamega South District,Staple Crops,271.6282220828243,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Peat Soil,Entire Area,"(Decimal('-85.2280865'), Decimal('71.245075'))"
2021-04-10,Samburu East District,Unknown,233.08810816980636,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Loose Sandy Soil,Entire Area,"(Decimal('-79.018399'), Decimal('88.788056'))"
2023-07-07,Mandera West District,Unknown,510.67148679631106,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Loam Soil,Unknown,"(Decimal('38.6232585'), Decimal('175.178571'))"
2021-02-18,Mutitu District,Fruit Orchards,246.78947133924868,Dry/Hot Season(January-March),Grasshoppers,Eggs(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('-14.684204'), Decimal('-170.324393'))"
2020-10-24,Kirinyaga Central District,Pasture and Grasslands,202.34313254742193,Wet Season/Short Rains(November-December),Migratory locust (Locusta migratoria),Adults,Loam Soil,Unknown,"(Decimal('-22.948935'), Decimal('-3.119580'))"
2021-09-16,Bungoma East District,Unknown,816.6445992579647,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('-47.4116905'), Decimal('-142.592826'))"
2021-05-01,Naivasha District,Unknown,477.89527815891086,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Field,"(Decimal('-6.9685175'), Decimal('-116.490165'))"
2023-03-12,Nandi East District,Pasture and Grasslands,714.8213603797948,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Clay Soil,Unknown,"(Decimal('48.9933035'), Decimal('-133.840828'))"
2022-02-13,Thika East District,Fruit Orchards,406.0154975450385,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Unknown,Clay Soil,Unknown,"(Decimal('21.081492'), Decimal('44.662477'))"
2020-02-10,Buret District,Staple Crops,28.106545998654926,Dry/Warm Season(September-October),Unknown,Adults,Alluvial Soil,Entire Area,"(Decimal('-28.5289795'), Decimal('130.528522'))"
2021-12-04,Igembe South District,Fruit Orchards,69.40665791640339,Dry/Cold Season(July-August),Unknown,Hoppers/Nymph(Breeding Ground),Loam Soil,Entire Area,"(Decimal('31.6891285'), Decimal('164.426901'))"
2020-09-02,Igembe South District,Pasture and Grasslands,966.2813009806891,Wet Season/Long Rains(April-June),Grasshoppers,Adults,Alluvial Soil,Paddock Only,"(Decimal('46.2411755'), Decimal('-127.988335'))"
2021-12-01,Maara District,Staple Crops,389.56993618392795,Short Rains/Wet Season(April-June),Unknown,Eggs(Breeding Ground),Alluvial Soil,Unknown,"(Decimal('74.4531755'), Decimal('-95.636271'))"
2021-02-11,Imenti North District,Unknown,825.1677755346625,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Area,"(Decimal('11.1295905'), Decimal('-97.972636'))"
2021-12-12,Nyando District,Pasture and Grasslands,264.01716618796564,Dry/Warm Season(September-October),Unknown,Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('-3.944664'), Decimal('69.049332'))"
2021-01-10,Eldoret East District,Vegetable Crops,640.732862581906,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Unknown,Peat Soil,Unknown,"(Decimal('-4.4367335'), Decimal('-74.646997'))"
2022-11-11,Thika East District,Pasture and Grasslands,573.9191705966865,Wet Season/Short Rains(November-December),Tree locust (Anacridium sp.),Unknown,Loam Soil,Paddock Only,"(Decimal('-84.449832'), Decimal('172.386782'))"
2020-02-05,Taveta District,Fruit Orchards,455.70553613976966,Dry/Hot Season(January-March),Grasshoppers,Fledglings(Young Adults),Alluvial Soil,Paddock Only,"(Decimal('-26.092187'), Decimal('-143.563554'))"
2020-08-07,Mandera North District,Vegetable Crops,845.9484372004404,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Adults,Alluvial Soil,Paddock Only,"(Decimal('-7.7047065'), Decimal('-124.689588'))"
2020-06-19,Yatta District,Staple Crops,458.5201921511276,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Unknown,Entire Area,"(Decimal('67.991517'), Decimal('-33.018550'))"
2022-01-25,Mbeere South District,Pasture and Grasslands,266.1843410274578,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Unknown,Laterite Soil,Unknown,"(Decimal('13.983276'), Decimal('-100.124143'))"
2022-07-24,Fafi District,Pasture and Grasslands,711.8598512620969,Dry/Hot Season(January-March),Spur Throated Locusts,Adults,Clay Soil,Paddock Only,"(Decimal('62.9950115'), Decimal('-74.048649'))"
2020-01-11,Masinga District,Fruit Orchards,856.2936297880569,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('-50.2375675'), Decimal('61.931618'))"
2022-08-06,Kakamega Central District,Fruit Orchards,365.1440566579793,Short Rains/Wet Season(April-June),Unknown,Adults,Unknown,Entire Area,"(Decimal('-80.542554'), Decimal('-52.510172'))"
2020-06-24,Eldoret West District,Fruit Orchards,575.5396485031863,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Field,"(Decimal('73.6216405'), Decimal('88.487869'))"
2020-03-18,Marani District,Vegetable Crops,544.5247906436325,Wet Season/Short Rains(November-December),Spur Throated Locusts,Fledglings(Young Adults),Loose Sandy Soil,Unknown,"(Decimal('78.8800515'), Decimal('153.606456'))"
2021-01-12,Nyamira North District,Fruit Orchards,871.6210404651224,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Peat Soil,Entire Area,"(Decimal('82.1598005'), Decimal('132.264738'))"
2022-07-05,Wajir East District,Pasture and Grasslands,860.8742545130923,Wet Season/Short Rains(November-December),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-60.512967'), Decimal('72.655087'))"
2022-02-21,Nyandarua North District,Staple Crops,94.99870114830433,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Laterite Soil,Entire Field,"(Decimal('-89.693902'), Decimal('121.492004'))"
2023-03-20,North Masaba District,Vegetable Crops,378.53648919895227,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('-46.808111'), Decimal('178.473651'))"
2023-11-22,Rarieda District,Vegetable Crops,852.7458909112516,Wet Season/Short Rains(November-December),Spur Throated Locusts,Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('25.1740275'), Decimal('108.636415'))"
2024-05-22,Isiolo District,Unknown,498.6011299806715,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-15.5981635'), Decimal('142.143610'))"
2023-04-18,Nyando District,Unknown,802.3511367560378,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Peat Soil,Entire Area,"(Decimal('-68.137478'), Decimal('-114.071882'))"
2020-02-04,Wajir North District,Unknown,601.3966294890588,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('4.584996'), Decimal('101.985042'))"
2021-11-25,Moyale District,Unknown,37.046161122190846,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Adults,Clay Soil,Paddock Only,"(Decimal('82.3396785'), Decimal('48.156999'))"
2021-11-29,Bomet District,Unknown,908.6922506893625,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Adults,Loam Soil,Paddock Only,"(Decimal('32.188782'), Decimal('-13.532133'))"
2024-02-17,Nyamache District,Staple Crops,702.0849330576623,Wet Season/Short Rains(November-December),Spur Throated Locusts,Eggs(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-69.345513'), Decimal('55.358678'))"
2021-02-22,Kisii Central District,Pasture and Grasslands,370.02989847167464,Wet Season/Short Rains(November-December),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-1.831562'), Decimal('-114.934735'))"
2024-04-07,Wareng District,Staple Crops,183.49473025345708,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Unknown,Unknown,Paddock Only,"(Decimal('26.745348'), Decimal('134.674789'))"
2020-09-19,Laikipia North District,Vegetable Crops,14.737600221226375,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Unknown,Unknown,Paddock Only,"(Decimal('-8.935957'), Decimal('174.643981'))"
2022-04-29,Marsabit North District,Fruit Orchards,871.5955111415705,Short Rains/Wet Season(April-June),Spur Throated Locusts,Adults,Laterite Soil,Unknown,"(Decimal('-10.0691645'), Decimal('-115.872956'))"
2021-03-24,Nairobi West District,Staple Crops,193.12045053985892,Short Rains/Wet Season(April-June),Tree locust (Anacridium sp.),Fledglings(Young Adults),Loam Soil,Entire Field,"(Decimal('63.577766'), Decimal('-30.804981'))"
2020-07-09,Nyeri Central District,Pasture and Grasslands,988.4635722936808,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('28.8810125'), Decimal('-38.210168'))"
2023-03-15,Kabete District,Fruit Orchards,735.8015627886069,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('43.8882135'), Decimal('161.289389'))"
2022-10-28,Kuria East District,Unknown,310.02902283571046,Dry/Hot Season(January-March),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Alluvial Soil,Entire Area,"(Decimal('85.4012925'), Decimal('-12.489262'))"
2024-01-07,Borabu District,Pasture and Grasslands,668.4413937597867,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Unknown,Entire Area,"(Decimal('-32.7333895'), Decimal('117.227007'))"
2023-09-13,Kathiani District,Unknown,761.7128326292507,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Adults,Laterite Soil,Entire Field,"(Decimal('7.1433975'), Decimal('-109.820914'))"
2023-05-22,Pokot Central District,Fruit Orchards,457.44122437951165,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Area,"(Decimal('21.8846025'), Decimal('85.535859'))"
2024-05-02,Loima District,Fruit Orchards,999.567083944785,Wet Season/Short Rains(November-December),Spur Throated Locusts,Adults,Laterite Soil,Paddock Only,"(Decimal('-51.662635'), Decimal('-21.991600'))"
2023-11-17,Mt. Elgon District,Fruit Orchards,247.2067046769627,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Adults,Laterite Soil,Unknown,"(Decimal('88.010242'), Decimal('38.653757'))"
2023-03-15,Marsabit North District,Fruit Orchards,121.6259386029433,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Adults,Laterite Soil,Unknown,"(Decimal('68.6231975'), Decimal('118.842111'))"
2022-10-18,Nyamira North District,Fruit Orchards,921.0050794066461,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Unknown,Unknown,Entire Area,"(Decimal('49.105067'), Decimal('-52.799992'))"
2022-07-20,Kipipiri District,Vegetable Crops,553.0132547039626,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Unknown,Clay Soil,Paddock Only,"(Decimal('83.711832'), Decimal('100.016390'))"
2024-06-06,Mandera Central District,Staple Crops,122.34301246770461,Short Rains/Wet Season(April-June),Unknown,Fledglings(Young Adults),Unknown,Paddock Only,"(Decimal('-70.977374'), Decimal('127.028388'))"
2021-01-21,Mandera West District,Unknown,568.7384067510247,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('78.0800465'), Decimal('-137.286930'))"
2020-03-09,Bungoma South District,Vegetable Crops,555.5482786098601,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('7.459085'), Decimal('2.510146'))"
2020-06-04,Kinango District,Pasture and Grasslands,831.7266026167879,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Unknown,Loam Soil,Unknown,"(Decimal('-42.081959'), Decimal('89.671342'))"
2023-11-15,Kanyanya District,Vegetable Crops,16.12426309171753,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Laterite Soil,Unknown,"(Decimal('64.878931'), Decimal('37.903082'))"
2020-04-27,Kitui West District,Pasture and Grasslands,932.2547511514244,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Unknown,Laterite Soil,Paddock Only,"(Decimal('-3.9361545'), Decimal('-111.280704'))"
2021-03-25,Marigat District,Pasture and Grasslands,555.1200355004911,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('-77.608684'), Decimal('59.068258'))"
2021-03-30,Marsabit North District,Fruit Orchards,808.2028504629164,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('-41.626424'), Decimal('-42.267323'))"
2021-10-24,Bungoma West District,Unknown,648.4770648744154,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Unknown,Paddock Only,"(Decimal('55.994654'), Decimal('-63.923755'))"
2022-11-24,Mt. Elgon District,Fruit Orchards,363.5633960365337,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Unknown,Laterite Soil,Entire Field,"(Decimal('13.103735'), Decimal('37.314526'))"
2020-05-02,Nairobi North District,Pasture and Grasslands,27.80869269193728,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Adults,Laterite Soil,Paddock Only,"(Decimal('60.504231'), Decimal('-17.174853'))"
2021-04-01,Machakos District,Unknown,182.90660615635232,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Unknown,Entire Field,"(Decimal('-11.3149185'), Decimal('-161.180722'))"
2022-01-07,Nyeri South District,Fruit Orchards,301.00164858237173,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Unknown,Laterite Soil,Unknown,"(Decimal('-83.5735705'), Decimal('-95.154381'))"
2023-03-17,Nyamira District,Fruit Orchards,538.5998024296886,Dry/Warm Season(September-October),Grasshoppers,Adults,Unknown,Entire Field,"(Decimal('-29.844186'), Decimal('119.464014'))"
2023-08-20,Kaloleni District,Fruit Orchards,828.7950229008452,Short Rains/Wet Season(April-June),Grasshoppers,Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('55.8964795'), Decimal('-114.197866'))"
2021-07-12,Samia District,Unknown,422.3818989081764,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Unknown,Unknown,"(Decimal('36.861957'), Decimal('-79.345659'))"
2023-12-25,Wajir South District,Staple Crops,426.0486723423525,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Adults,Peat Soil,Paddock Only,"(Decimal('49.8623225'), Decimal('-43.912640'))"
2022-01-31,Thika East District,Vegetable Crops,249.02783087759485,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Loam Soil,Unknown,"(Decimal('63.2204025'), Decimal('-170.382199'))"
2024-03-07,Kakamega Central District,Vegetable Crops,154.93895656903015,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-55.834528'), Decimal('152.857534'))"
2022-06-11,Loima District,Pasture and Grasslands,577.0668179022271,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Laterite Soil,Paddock Only,"(Decimal('-36.883592'), Decimal('41.180072'))"
2020-12-30,Kericho District,Vegetable Crops,290.2172982592685,Dry/Hot Season(January-March),Spur Throated Locusts,Unknown,Unknown,Paddock Only,"(Decimal('26.806851'), Decimal('-16.922255'))"
2023-06-27,Imenti South District,Vegetable Crops,240.4797391975722,Wet Season/Long Rains(April-June),Spur Throated Locusts,Adults,Laterite Soil,Entire Area,"(Decimal('72.740600'), Decimal('59.959134'))"
2023-08-16,Nandi East District,Fruit Orchards,584.9179533043712,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('81.247414'), Decimal('-153.744003'))"
2022-07-24,Uriri District,Unknown,459.78179483268997,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Loam Soil,Entire Field,"(Decimal('-71.4827785'), Decimal('-91.850723'))"
